source_id,Xi,Xn,PMra,PMdec,BP0-RP0,G0_c,pmra_error,pmdec_error,bp_rp_error,pmra_pmdec_corr,phot_g_mean_mag_err,phot_bp_mean_mag_err,posterior_prob,last_memb_posterior_prob
42,0.5124949441867934,0.5100911311186862,-0.1607892600891137,1.99023954864874,0.1405473520418922,-0.1812635060052118,0.065365883275035,0.0640852235869726,0.3085746572982737,-0.367,0.0186990972037553,0.03018437,0.0,0.9495604
42,0.4954038950841908,0.4975547829695195,-0.1917126791314837,0.7346885409312736,-2.6201062310436654,0.1900428273821182,0.180313561457969,0.1789288527532629,0.3054052191268389,-0.367,0.1090825090259677,0.07499123,0.0,0.97988284
42,0.496772383774229,0.4974056247262051,1.9480567949431613,1.884401375986556,0.4566229867203111,3.435025676889058,0.394470031020807,0.3602322152208704,0.3317853494686228,-0.367,0.2051386719854253,0.11780178,0.0,0.9986963
42,0.5070820742319553,0.4930458831399222,-0.1106287704544315,2.2515253428258504,-0.0152200409736551,0.8836729630388667,0.1566489951251877,0.1555811094803395,0.3195094789119589,-0.367,0.0838060911536491,0.077384524,0.0,0.96258134
42,0.480251747110297,0.504956718328671,-0.5187745780443415,-0.7637098886881163,-3.1414201409868,0.8953144187765598,0.2277059140652408,0.2265898196189057,0.2968189885366778,-0.367,0.145400914196949,0.08388455,0.0,0.9879624
42,0.4688890007194859,0.4965037612095213,-0.1819932015730493,1.6760278217060398,-2.912429260568798,0.5082964969116959,0.1993150693201078,0.1783304294452896,0.3001123301015445,-0.367,0.1442415467432482,0.08214997,0.0,0.99481606
42,0.4457685990632301,0.4595193258598677,-0.4324011290253945,1.547617498384135,0.4891851466642652,-0.5795321701016711,0.0547508570448596,0.0583180691846873,0.3103869953356304,-0.367,0.0240705565640403,0.03310058,0.0,0.9877341
42,0.4965076498465298,0.4995300996919471,2.4706807693784865,1.1980058869288268,0.7343540427795021,3.354370236625106,0.4067091155368576,0.3691011062632972,0.3395811261026333,-0.367,0.2111406762387475,0.11932915,0.0,0.99415123
42,0.500472666302384,0.4946191974509746,1.2630881759513568,1.5660122835829569,-1.1573597982710615,0.3230522264120487,0.2730110644622801,0.2601738697203155,0.318415403438915,-0.367,0.1502280149665396,0.09939036,1.0,0.18401672
42,0.4802244680853215,0.4801127551540456,-0.2785338716191827,2.2100179350493216,-0.5446391528889472,1.0652348370806026,0.1686196494348595,0.1579105157801862,0.3202482838522337,-0.367,0.1024599071567548,0.087084346,0.0,0.9080088
42,0.5455338176313291,0.4572418075628057,-0.5493638315695334,-0.782052260364521,-2.8982240877077694,1.0171455939721123,0.2095240439539583,0.1742317503157268,0.3000198136447733,-0.367,0.1332610181516191,0.07768979,0.0,0.98626184
42,0.4910525441971488,0.4718109398766074,-0.5026535271950273,0.5235456887086206,-1.707965057594113,0.644489297648238,0.1623570246206204,0.161133959404899,0.3111498901730791,-0.367,0.0976133687749311,0.07403533,0.0,0.79250264
42,0.5221552105435446,0.4839820650397558,0.2498093264419056,2.3955168455290354,1.0755986743592747,1.0863735826087386,0.2272775735055725,0.2071346216531808,0.3257398153539413,-0.367,0.1060491694612335,0.086455114,0.0,0.7731852
42,0.4711554280927121,0.4794145630732125,-0.3469564877560406,0.0302163126412056,-3.067851012454624,0.7904043998791422,0.2079437675603649,0.1957490707311658,0.2991117453187435,-0.367,0.1427423374199712,0.08104397,0.0,0.9928079
42,0.4972523963269706,0.5011775471590176,0.0340185829828403,1.7991735082427431,0.8774594011766639,-0.4622593050903589,0.0965319677585262,0.0989988848764799,0.3161876183939879,-0.367,0.0439827119135146,0.04881479,0.0,0.64767665
42,0.5053238648801877,0.4939937739087597,0.6032493308593664,1.942371841994276,0.6107738770004523,0.0286415524843763,0.1467515661425887,0.1456059891442955,0.3216118751908658,-0.367,0.0759997808787076,0.072803736,0.0,0.88178265
42,0.4772646726412279,0.4982994561711138,-0.2254919946206982,1.1409565458324926,-3.0779441462468,0.8352644946081704,0.2159832152165507,0.1995601349497446,0.2995477733644361,-0.367,0.1387608606559933,0.08011234,0.0,0.9932559
