source_id,Xi,Xn,pmra,pmdec,BP0,RP0,BP0-RP0,G0_c,parallax,parax/err,PMra,PMdec,PMra/err,PMdec/err,PMra_err,PMdec_err,members_umap,P UMAP
42,0.1991611902658428,0.16213355362728554,-0.3713256719116863,-0.23660922381869642,19.007030083242483,17.978374632958573,1.0286554502839103,18.56883115309704,-0.024885679779806193,-0.11422729007721766,0.029674328088313717,-0.25860922381869644,0.13511771701040798,-1.272499185239488,0.21961834,0.20322938,1.0,0.276
42,-0.07594400100693152,-0.039724528663448104,-0.13943296053657264,-0.17677411789483535,20.113612318441284,19.726925441808056,0.3866868766332274,19.978159213600645,0.3571034036083241,0.6242953011211547,0.2615670394634274,-0.19877411789483534,0.4559773625907289,-0.3897165599256856,0.5736404,0.5100479,1.0,0.282
42,-0.053916193318388234,-0.042126248573827664,1.038763355445124,0.8440873891959584,21.111496878140272,20.22798515242509,0.8835117257151808,20.8340772380096,1.7551639582890217,1.3839283332875847,1.4397633554451241,0.8220873891959584,1.1664262755887163,0.8420763695123226,1.2343372,0.9762623,1.0,0.28
42,0.1120332079330528,-0.11232604403409685,-0.8116110235393972,0.6655958302590825,20.216946133180357,19.265355736290964,0.9515903968893937,19.829599551154015,0.1896736620065694,0.38345601245916794,-0.41061102353939716,0.6435958302590825,-0.8072677588225889,1.447476503217281,0.5086429,0.444633,1.0,0.28
42,-0.3198397701622988,0.07946013811988335,0.4374521427727156,-0.29408601170049486,20.303400234107215,20.01382086876858,0.2895793653386356,20.260193428839386,0.9411933829154948,1.202155596596086,0.8384521427727156,-0.3160860117004949,1.0790441917462952,-0.44609321622320275,0.77703226,0.70856494,1.0,0.28
42,-0.5027396319824898,-0.05664789696773266,-0.7506458652582552,0.10439900382376834,20.084981391483474,20.212932480018836,-0.12795108853536163,20.2209502313155,-0.6308795469300469,-0.9470720514960274,-0.34964586525825514,0.08239900382376833,-0.5328073462183158,0.14640698891093595,0.6562332,0.56280786,1.0,0.28
42,-0.8748959859759405,-0.652164797540004,-0.6568094740302628,0.45002670082090046,18.918692376555274,17.831987827950172,1.086704548605102,18.45554468825949,-0.0664858223034195,-0.3524258991227595,-0.2558094740302628,0.42802670082090044,-1.3630713239758325,2.41757192430372,0.18767138,0.17704818,1.0,0.274
42,-0.058177469345322724,-0.007918324754493628,0.5352768706181202,0.2359920670865413,21.09530612705939,20.272241614604113,0.8230645124552787,20.865930606166113,-0.9330456918012872,-0.715230874120994,0.9362768706181203,0.2139920670865413,0.7399689135411331,0.21471877654595534,1.2652922,0.9966155,1.0,0.28
42,0.005645213740956878,-0.08699281254668653,0.8154261042774892,-0.6378790717057535,20.706260510848203,20.001221372675843,0.70503913817236,20.46761093465129,0.311468862108392,0.32685026440448695,1.216426104277489,-0.6598790717057536,1.3026633747809957,-0.7718281875410049,0.93379927,0.8549559,1.0,0.28
42,-0.32027886558228036,-0.320573005763793,1.1384730845906685,-1.2171732157589532,20.211563556149805,19.327901775419374,0.8836617807304314,19.964214505595592,-0.20119863549006156,-0.3390378753774409,1.5394730845906686,-1.2391732157589532,2.5697255448054506,-2.2407426227452527,0.59908074,0.553019,1.0,0.28
42,0.7309697143553248,-0.6888369982763529,-1.302018043257246,0.4380162500326586,20.144640472317107,20.285280759483676,-0.14064028716656907,20.241931560624263,0.5109923869128664,0.7469392542267078,-0.9010180432572459,0.4160162500326586,-1.2390184792162184,0.7558251991285111,0.7272031,0.5504133,1.0,0.28
42,-0.14598529635914928,-0.45424738138704723,-0.03960470251653886,0.3043589432760922,20.014974701496346,19.526270867087653,0.4887038344086925,19.894838686606906,-0.49717833391699473,-0.909454093087286,0.36139529748346116,0.2823589432760922,0.6467449049392413,0.5441183255813475,0.5587911,0.5189293,1.0,0.28
42,0.35465716993717183,-0.2582700556522845,-0.6969496759456157,-0.23492579230255417,20.540210684361746,19.631663510064257,0.9085471742974889,20.219475976582675,0.04090557106775196,0.0602800644369289,-0.2959496759456157,-0.2569257923025542,-0.41717025092662874,-0.43404826998249396,0.7094218,0.5919291,1.0,0.28
