source_id,Xi,Xn,pmra,pmdec,BP0,RP0,BP0-RP0,G0_c,parallax,parax/err,PMra,PMdec,PMra/err,PMdec/err,PMra_err,PMdec_err,members_umap,P UMAP
42,-0.1045454105535491,-0.03741121717114451,-0.28092622442740517,-0.026032472434126014,18.9546419262087,17.841331091216738,1.1133108349919638,18.48238783139474,-0.007210730693595235,-0.05880487633633518,-0.32092622442740515,0.163967527565874,-2.1814207111686814,0.9988201979540181,0.14711799,0.1641612,1.0,0.978
42,0.0812065652321151,0.09479904071082455,0.1403310350385216,-0.26398514307587817,18.09350846036906,16.957892852689298,1.1356156076797603,17.604562319344303,-0.00647692934131249,-0.08324260349514674,0.10033103503852159,-0.07398514307587817,1.0791303756471506,-0.7147691588900248,0.09297397,0.10350914,1.0,0.978
42,-0.04534170833051698,-0.057695827058248834,-0.13400699784821823,0.09644867416079717,19.467280287152462,18.48427443650471,0.9830058506477535,19.093861303811696,0.022734228328937477,0.12428511250302429,-0.17400699784821824,0.28644867416079717,-0.8099598837869169,1.1646332313756935,0.2148341,0.24595612,1.0,0.986
42,-0.10239534877799618,0.01765185301059866,0.3694907306087087,0.0859480162064497,20.10986270869931,19.97485423112045,0.13500847757886092,20.058641680785726,-0.03237850048373573,-0.09033116533182922,0.3294907306087087,0.2759480162064497,0.7767919739136739,0.5908748887290973,0.42416856,0.46701598,1.0,0.988
42,0.015911611079985375,-0.05395284059425662,0.007621407294313955,-0.589486338696201,19.40029070379231,18.418246327862015,0.9820443759302968,18.998001440640174,-0.024948489233140164,-0.14369538537421472,-0.03237859270568605,-0.39948633869620104,-0.15903313628459517,-1.7300724315165994,0.20359652,0.23090729,1.0,0.984
42,-0.03272825368277165,0.016348932312633454,0.02476170797319387,-0.0688149912633787,18.97726407873553,17.926166005871448,1.0510980728640824,18.52826476530277,0.1579656958446599,1.2409572493803227,-0.01523829202680613,0.1211850087366213,-0.10176374332140084,0.7160901234562718,0.14974186,0.1692315,1.0,0.978
42,0.0274874218737353,0.00855233440903381,0.002632398967058275,-0.2850820354842589,20.09966273610041,19.4988629322098,0.6007998038906095,19.81162887964425,0.05888176943984609,0.19023730347912543,-0.037367601032941726,-0.09508203548425892,-0.09835425217881934,-0.2270412079207184,0.37992868,0.41878757,1.0,0.988
42,0.03408340082476101,0.013019198277860567,0.5779040996817887,-0.2972108092742916,20.16996389672644,20.001581824734885,0.1683820719915552,20.09260466396417,0.28010881307285096,0.745525910424473,0.5379040996817886,-0.10721080927429161,1.1489087975314816,-0.211667316805879,0.46818694,0.5065062,1.0,0.988
42,0.1671573871546001,0.09586792569216417,-0.1568881473525429,-0.17716870577979163,19.079360707299017,18.060074438845266,1.019286268453751,18.65834744213622,0.1600672202083909,1.1180424440330266,-0.1968881473525429,0.012831294220208372,-1.16333077245266,0.06776079770327267,0.1692452,0.18936162,1.0,0.98
42,-0.057723052612589504,0.014206117306746103,0.09336737454325096,-0.175116329485895,17.587054036189645,16.27121001339178,1.3158440227978652,17.000311250010494,0.033404784861653894,0.6172016274275323,0.05336737454325096,0.014883670514104996,0.8447778528482205,0.20870883507083174,0.063173264,0.07131308,1.0,0.978
42,-0.3535266929051427,0.10302363572279254,1.0001762906002492,0.7173945071575749,20.988666999908684,20.341827905228364,0.6468390946803204,20.81047688925256,-0.6431556425232351,-0.9519231500165765,0.9601762906002491,0.9073945071575749,1.0790436695542927,0.9456563163914538,0.88984007,0.9595394,1.0,0.988
42,-0.04997905019506745,0.0697759308213516,0.23732539231069177,0.1326107555815509,19.65145097798816,18.65072714605122,1.0007238319369378,19.246644480478725,-0.2570510623775268,-1.2906103296043396,0.19732539231069177,0.3226107555815509,0.8219535819251079,1.202284331497287,0.24006878,0.2683315,1.0,0.988
42,0.04439032290321431,-0.02712256619653331,1.1010161285806974,0.25922090937928227,20.22413517339114,20.142601287917426,0.08153388547371421,20.107866316461273,0.06738557291630211,0.18249607875731527,1.0610161285806974,0.4492209093792823,2.3754314785504853,0.9245470838342916,0.4466625,0.48588213,1.0,0.988
42,0.031756514474986675,-0.03231237017996258,-0.2040938730813385,-0.8354440586166593,19.995485913701916,19.962244132450728,0.033241781251188485,20.05370717331135,-0.047393005946270786,-0.13572484534447188,-0.2440938730813385,-0.6454440586166592,-0.5738386957749693,-1.3780074224133751,0.4253702,0.4683894,1.0,0.988
42,0.02383155863646608,-0.019374728972097043,0.4260673357889662,-0.29080792130993005,20.055364226618707,19.951585988095005,0.10377823852370227,20.092800534622626,0.043778352811778956,0.12195933618462748,0.38606733578896624,-0.10080792130993005,0.8825372564218019,-0.20904456041781558,0.4374516,0.48223174,1.0,0.988
42,0.007344100088663633,-0.08303023372883479,-0.03328151287599265,2.0090822022917374,21.045159817473685,20.03653005097382,1.0086297664998654,20.671971593043395,0.003521082096473475,0.006351540963918989,-0.07328151287599266,2.1990822022917373,-0.1109552335652333,2.842884255761665,0.6604602,0.7735391,1.0,0.988
42,-0.08703268461447672,0.009573807973019903,0.5478330377586775,0.2668099878698942,20.014191374474773,19.848666152792806,0.1655252216819676,20.032879406876084,0.901698374051965,2.6196667002007716,0.5078330377586775,0.4568099878698942,1.2276066273295985,0.9963892378845026,0.41367733,0.4584654,1.0,0.988
42,-0.09897694843615108,-0.07746629646998435,0.04897748073551916,0.8467351813057656,20.029376353274067,19.907718958571536,0.12165739470253101,20.02569628228801,-0.45132801742978523,-1.294651730683548,0.008977480735519162,1.0367351813057657,0.021452493855100025,2.260162324628969,0.41848192,0.45869943,1.0,0.988
42,0.06591652510335372,0.09448302459772294,-0.22192928405658874,0.8248522044192372,20.95737661724775,20.21382407910353,0.7435525381442183,20.64384444651541,-1.084263401134897,-1.9674011203057107,-0.2619292840565887,1.0148522044192372,-0.37203801239206213,1.3370604075338612,0.70403904,0.75901747,1.0,0.988
